Word,Freq
பட்டதாரி,11
FIN,11
தொல்பொருள்,11
டாக்டர்,11
கிளிநொச்சி,11
முன்வைக்க,11
மீள்,11
கட்டிடத்தை,11
பத்திரிகை,11
வருடங்களுக்கு,11
ரீதியிலான,11
வருடங்களாக,11
அமையும்,11
பிரமாணக்,11
111,11
அதிபர்களுக்கு,11
சந்தர்ப்பம்,11
இப்பிரிவின்,11
பிரேரணைகள்,11
உண்மையாகவே,11
ஆண்,11
கெசினோ,11
அட்டவணையில்,11
கையளிக்கப்பட்டுள்ள,11
ஓகத்து,11
குறிக்கும்,11
மேன்முறையீட்டு,11
நாயகத்தினால்,11
சேவையினை,11
நியமித்தல்,11
பஞ்சாங்க,11
நாட்களின்,11
கீழுள்ள,11
அறிவிக்கப்பட்டுள்ளது,11
மாதங்கள்,11
ஆரம்பித்து,11
இத்,11
தாங்கள்,11
வரலாற்றுத்,11
போதிலும்,11
அல்விஸ்,11
பதவியொன்றை,11
கணணி,11
கட்டணத்,11
முதலீட்டுச்,11
விஷேட,11
பயிற்சிப்,10
இச்சபைக்குத்,10
உள்ளடங்கும்,10
வளாகத்தில்,10
10.00,10
கொண்டுவர,10
நிறுவை,10
பிற,10
காலஞ்சென்ற,10
பொருள்,10
முன்வைத்துள்ள,10
அரங்க,10
குணரத்ன,10
ஒருவருக்கும்,10
லீவைப்,10
பகல்,10
மாநாடு,10
தேதி,10
2.00,10
வாய்ப்பு,10
அதி,10
சுய,10
அனுப்புவதற்கு,10
உயர்தர,10
தேர்ந்தெடுக்கப்பட்ட,10
கணவன்,10
பட்டுள்ள,10
பிரசன்ன,10
திணைக்களங்கள்,10
இருந்தால்,10
ஆரம்பப்,10
குமாரி,10
அவருக்குக்,10
பரீட்சைகள்,10
iii,10
கடிதங்களை,10
ஏற்பாடுகளை,10
ஆண்டிலே,10
அதற்குப்,10
குழுக்கள்,10
இணங்க,10
சட்டம்,10
விளைவாந்தன்மையினவான,10
ஓய்வூதியங்கள்,10
நாளாந்த,10
நோக்கத்துடன்,10
அறிய,10
பாராட்டுகிறேன்,10
வேண்டுகோளின்,10
பல்லேகம,10
ஆண்டிலும்,10
நடத்துவதற்காக,10
தீர்மானித்தல்,10
தலா,10
நபி,10
ஆபத்தான,10
கொடுப்பனவுகளினதும்,10
பால்,10
நிதித்,10
மேற்கொள்வதற்காக,10
யாழ்ப்பாண,10
சம்பளங்கள்,10
உத்தியோகத்தர்களின்,10
சென்ற,10
செய்ததன்,10
கட்டளைச்சட்டத்தின்,10
ஆயினும்,10
வைத்திருத்தல்,10
ஜூலை,10
அலுவலகத்தில்,10
காரணத்தால்,10
தெரிவிக்கிறேன்,10
தலைமையில்,10
மாதத்தின்,10
அத்தோடு,10
காட்டும்,10
தோட்ட,10
விஞ்ஞானம்,10
பொருத்தமானது,10
அகில,10
ஓய்வூதியப்,10
அறிக்கைகளை,10
விண்ணப்பம்,10
காசோலை,10
அதிகாரமளிக்கப்பட்ட,10
உணவுப்,10
இணைக்கப்பட்டு,10
சா,10
50,10
கொள்ளுதல்,10
தொழிநுட்பவியல்,10
நிலையான,10
ஆண்டிலிருந்து,10
நன்,10
அரசுக்கு,10
அவரிடமிருந்து,10
ஏற்படுத்திக்,10
தினங்களில்,10
தொடர்ச்சியாக,10
திகதியாகும்,10
விஞ்சக்,10
வெற்றிடம்,10
அமரக்கோன்,10
நவம்பர்,10
செல்லுபடியாகும்,10
கடற்றொழில்,10
இடமாற்றங்கள்,10
அறவிட,10
மேற்கண்ட,10
செயலாளரினால்,10
முதலில்,10
கொண்ட,10
குத்தகை,10
மணித்தியாலங்களுக்கு,10
மாணவ,10
உட்பட்ட,10
குறிப்பிட்டவாறு,10
வாழ்க்கைச்,10
அவசரமாக,10
அடையாளம்,10
சுகாதாரம்,10
வீடொன்றைக்,10
2010.12.03,10
திட்டமிடப்பட்டுள்ளது,10
அட்டவணை,10
ஆரம்பிப்பதற்கு,10
பிரதேசம்,10
பிரனாந்து,10
அறிவூட்டல்,10
சிந்தனை,10
சோடி,10
ஆசிரியர்களை,10
அமைப்பின்,10
அம்பாந்தோட்டை,10
உரித்தான,10
இறப்பர்,10
கம்பனிகளின்,10
தொகுதி,10
மொழியில்,10
கூடத்தில்,10
கட்டாயமாக,10
நம்பிக்கை,10
இருப்பு,10
கணக்குகள்,10
நீதிமன்றம்,10
எடுக்கப்பட்ட,10
அதிமேதகு,10
கட்டண,10
அழைப்பு,10
விண்ணப்பதாரர்,10
சிறிய,10
கோவையின்,10
கட்டுப்பாட்டு,10
எடுத்தல்,10
கட்டிடங்கள்,10
அனுப்புவதாகத்,10
உதவிகளை,10
பற்று,10
நடாத்துவதற்கு,10
சேதம்,10
திரும்பி,10
பணியாற்றும்,10
தொகையானது,10
ஆகியவற்றின்,10
ரெலிகொம்,10
ஸீ,10
தொழிநுட்பக்,10
அறவிடப்படும்,10
அம்பாறை,10
தொகுப்பு,10
காலை,10
வெளிநாட்டுத்,10
தலைப்பு,10
வழங்கி,10
ரசிகர்களின்,10
அனுமதிக்கப்பட்டுள்ள,10
கலந்துரையாடல்,10
நிமித்தம்,10
திரண்ட,10
உண்மையான,10
செலவினங்கள்,10
67,10
பவ்வாகம,10
வருகிறது,10
பங்குகளின்,10
கணக்கீட்டு,10
செய்யப்,10
சமுர்த்தி,10
நிகழ்ச்சிப்,10
குறிப்பின்,10
பணியாற்றிய,10
வேதன,10
தொகையை,10
மேற்கொள்ளப்படுகின்றன,9
அதனிலும்,9
அந்தச்,9
பொழுது,9
கோவை,9
இயந்திர,9
விலங்கினப்,9
மீதான,9
சாரதியின்,9
இறுதியாக,9
பார்க்கக்,9
நூலக,9
பெறச்,9
ஒருநாள்,9
தொகையொன்று,9
இடத்திற்கு,9
அங்கீகரிப்படுமாக,9
2011.11.09,9
இடர்,9
உத்தியோகத்தரிடமிருந்து,9
கொள்ளப்பட,9
கூற்று,9
அதற்குரிய,9
உத்தியோகபூர்வ,9
எதிர்பார்க்கப்படுகிறது,9
வந்த,9
சினிமா,9
நடவடிக்கைகளின்,9
கொள்ளச்,9
திரைப்படங்களை,9
இருவரும்,9
போதிய,9
இடங்களில்,9
இந்தச்,9
உத்தேசிக்கப்பட்டுள்ள,9
புத்திக்க,9
காலத்தின்,9
அனுப்பிய,9
மகா,9
தொலைபேசிக்,9
முன்னறிவித்தல்,9
கூட்டுத்தொகை,9
பாராளுமன்றச்,9
காரணங்களுக்காக,9
நிகழ்ச்சிக்காக,9
நட்ட,9
செலுத்துமாறு,9
பணிப்பாளரின்,9
கருத்தரங்கு,9
மொஹான்,9
iv,9
அண்மித்த,9
வகையிலான,9
2010ஆம்,9
காணப்படின்,9
கூட்டுறவுச்,9
ஆட்சேர்ப்புச்,9
வைக்க,9
விளையாட்டுத்துறை,9
வைக்கப்படல்,9
வெளிக்கள,9
அவருக்குரிய,9
திரைப்படம்,9
லீவுகளைப்,9
எதிர்பார்க்கின்ற,9
பங்களிப்புடன்,9
தேவைப்படுகின்ற,9
இலங்கையிலுள்ள,9
லீவாக,9
பிறப்பு,9
பிரிவிற்கு,9
அடிக்கடி,9
நீக்கம்,9
தொகையையும்,9
ஏற்றத்தை,9
முன்கூட்டியே,9
நலனோம்புகை,9
பொறுப்பாதல்,9
நிருவாகம்,9
ஊதியம்,9
வைக்கப்பட்ட,9
வேண்டியுள்ளது,9
இடையில்,9
அதிகாரிகளின்,9
கொண்டுவரப்பட்டு,9
உடன்,9
இந்நாட்டில்,9
பொறுப்பாக,9
முன்னறிவித்தல்கள்,9
உரித்துப்,9
விடயத்துக்குப்,9
நாயகத்திடம்,9
உரித்தாகும்,9
செலவினை,9
அனைத்துக்,9
வர்த்தமானி,9
மாற்று,9
அச்சட்டத்தில்,9
பந்தியின்,9
விதிமுறைகளுக்கு,9
அடிப்படையிலான,9
விசாரணையின்,9
காலப்பகுதிக்கு,9
நோய்,9
பற்றுச்சீட்டு,9
சுத்திகரிப்பு,9
ஆராய்ந்து,9
சேவையாளர்,9
ஒன்றுடன்,9
ஒன்றிணைந்த,9
தகைமைகளை,9
மாற்றுதல்,9
எடுத்தியம்பப்பெற்றது,9
எதிர்பார்க்கும்,9
எவ்வாறு,9
திறைசேரியின்,9
IV,9
பரப்பளவு,9
வழங்கக்,9
சம்பளக்,9
திருத்தங்கள்,9
ஆனால்,9
பார்க்க,9
எதுவும்,9
சீட்டை,9
விரைவாக,9
கிளையின்,9
இதற்கான,9
உள்ளுராட்சி,9
அறிவியல்,9
அனுசரணை,9
மும்மொழிகளிலும்,9
உத்தியோகத்தர்கள்,9
சிறுவர்கள்,9
எடுக்கவும்,9
வயதுக்கு,9
இக்,9
அணியின்,9
விளக்கம்,9
நிறைவேற்றிக்,9
வெற்றி,9
ஒக்டோபர்,9
பண்டாரநாயக்க,9
சாதகமான,9
சேதமடைந்த,9
க்கான,9
நிலையை,9
மேம்பாட்டு,9
நாடளாவிய,9
செயற்பாடுகளை,9
தீர்மானிக்கப்பட்டுள்ளது,9
உயிரியல்,9
கட்டிடத்,9
செய்வதில்,9
கட்டடம்,9
உறுதிப்படுத்திக்,9
ஈடி,9
தெரிவத்தாட்சி,9
வீட்டின்,9
நீர்ப்பாசன,9
வட்டியின்,9
வாகனத்தை,9
இலக்கங்கள்,9
படிவத்திற்கு,9
வாரம்,9
காரியாலயங்களில்,9
அனுராதபுரம்,9
பரஸ்பர,9
சட்டரீதியான,9
பாதையில்,9
வருமாறு,9
முன்வைப்பதாக,9
2008/17,9
செத்சிரிபாய,9
பெயர்ப்,9
நிறுவனங்களினால்,9
சட்டத்தரணி,9
தொகுதி,9
உள்ளடக்கி,9
விடயங்களை,9
அதிகாரிகளை,9
அரை,9
இப்படிக்கு,9
உண்மையுள்ள,9
பூரணப்படுத்தி,9
மொழிப்,9
திருத்தி,9
பொறுப்புகள்,9
விலைகள்,9
பால்மா,9
வரைபடம்,9
செயற்படுத்தல்,9
கணக்குப்,9
ஹோட்டல்,9
இணைத்துக்,9
பாடங்களை,9
சமூகமளிக்குமாறு,9
கால்நடை,9
வாய்மூல,9
அடிப்படையிலும்,9
செயல்,9
கைத்தொழில்,9
வழங்கப்பட்டன,9
28,9
கொள்ளப்படும்,9
அமைக்க,9
அதனுடன்,9
பல்கலைக்கழகத்தின்,9
நபர்கள்,9
பணியாகும்,9
காணியின்,9
தினங்களுக்கு,9
ஒன்றாக,9
முட்டை,9
சமூகத்தில்,9
நாளுக்கு,9
கள,9
வேலைத்திட்டத்தை,9
பிரிவுக்குரிய,9
ஆசிரியர்களுக்கு,9
உங்களை,9
நிரந்தரமாக,9
கருத்துத்,9
கற்கும்,9
கொண்டனர்,8
நீண்ட,8
நிமல்,8
ஏற்படின்,8
முற்பணத்,8
வாய்மொழி,8
ஆணைக்குழுவினால்,8
தாம்,8
8.30,8
கேள்விப்பத்திரம்,8
அங்கீகாரத்துடன்,8
கவனத்திற்,8
காலப்பகுதியினுள்,8
ஆகியவற்றை,8
இலக்கண,8
பிடிய,8
மேற்கொள்வாரா,8
மனைவி,8
ஒருவராவார்,8
மனிதவள,8
என்னால்,8
பொறுப்புக்களை,8
விராஜ்,8
வளர்ப்பு,8
மொழி,8
விடுமுறையில்,8
இல்லம்,8
சிக்கல்கள்,8
வங்கியில்,8
தின,8
பணிப்பாளருக்கு,8
காட்டப்பட்டுள்ளது,8
வீராங்கனைகள்,8
செய்யும்போது,8
முழுப்பெயர்,8
மணித்தியாலத்திற்கு,8
செயற்திட்டங்கள்,8
பத்திரங்கள்,8
டப்ளிங்,8
இரத்து,8
நடத்தி,8
சீட்டு,8
பின்பற்ற,8
திஸ்ஸ,8
பெறுபேறுகளை,8
மேலாக,8
தொழிற்படுமாக,8
படிமுறையில்,8
நோக்கமாகும்,8
வழக்குகள்,8
அறிக்கையிடல்,8
காமினி,8
ஆலோசனைகள்,8
கீழ்வருமாறு,8
கூட்டத்துக்கு,8
கையொப்பம்,8
கருதப்படும்,8
விநியோகித்தல்,8
கணக்கின்,8
நிர்மாணிக்கப்பட்ட,8
போஷாக்கு,8
தொழில்நுட்ப,8
அனைத்தையும்,8
அதனால்,8
உரிமம்,8
உத்தேசித்துள்ள,8
வாகனச்,8
பட்டது,8
பெற்றுக்கொண்ட,8
ஒன்றும்,8
வதியும்,8
தளபாடங்களை,8
விருப்பம்,8
செலுத்துவதற்காக,8
குடும்பங்களின்,8
நிகழ்ச்சிகளுக்கு,8
இணைத்தல்,8
அமைச்சரவையினால்,8
150,8
குழுவிற்கு,8
செயலாளருக்கும்,8
நிலையங்களை,8
இல்லத்தில்,8
விலகிச்,8
கருத்திட்டத்தில்,8
அனுப்பிவைக்கப்பட்ட,8
ஆவணம்,8
கடமையின்,8
கொண்டும்,8
திறந்த,8
கிடைக்கப்பெற்றுள்ள,8
ஒலி,8
சதவீதம்,8
பேணுதல்,8
பக்க,8
வழி,8
தலைப்பின்,8
விடுமுறையினைப்,8
கைவிரல்,8
தெகிந்த,8
பொருட்கள்,8
ஒதுக்கீட்டின்,8
நியமிப்புக்,8
நாட்சம்பளம்,8
தலைவரினால்,8
யூன்,8
விடுமுறையினை,8
இருப்பது,8
எரிக்,8
அப்பதவிக்கு,8
வியாபார,8
எழுதி,8
படிவங்களை,8
பொருட்களின்,8
உட்கட்டமைப்பு,8
உத்தியோகத்தரொருவரின்,8
பதவியிலிருந்து,8
முறையே,8
நோக்கி,8
வட்டியையும்,8
திவிநெகும,8
ஜி,8
செல்லல்,8
மேற்கொள்ளப்படுமா,8
பெற்றுத்தருமாறு,8
ஒருங்கிணைப்புக்,8
பிணையாளர்,8
990,8
கட்ட,8
விதிகளுக்கு,8
அழைத்துச்,8
காலத்துக்கு,8
மாணவர்களுக்காக,8
அரசினால்,8
கடமைகள்,8
நடத்தப்படும்,8
கண்,8
முகவரிக்கு,8
சம்பந்தமான,8
வெள்ளை,8
ஆய்நிலை,8
வைப்பு,8
ஆமெனின்,8
கம்பனிகள்,8
தெரிவித்து,8
கம்பனியின்,8
தடவையில்,8
கணக்காய்வுப்,8
பெற்றுக்கொடுத்தல்,8
சுத்தம்,8
விடுவிக்கப்படும்,8
குறைவாக,8
மேற்கொள்ளப்பட்டுள்ள,8
நீடிக்கச்,8
சேவைக்குரிய,8
இன்றுவரை,8
வீடமைப்புத்,8
சம்பளத்தின்,8
இற்கு,8
V,8
உத்தியோகத்தர்களையும்,8
ஆளுனரின்,8
செவ்வாய்க்கிழமை,8
வேறோர்,8
உசாவுதல்,8
திட்டங்களை,8
வைக்கப்பட்டுள்ள,8
வானொலி,8
பெற்றோர்கள்,8
இரவல்,8
செய்யப்பட்டுள்ளன,8
வாழும்,8
முறைக்கு,8
எல்லையை,8
கல்லூரிகளின்,8
ஆரம்பிக்கும்,8
நிகழ்ச்சிகளும்,8
உரித்துள்ள,8
மேலான,8
ஊடகவியலாளர்களுக்கு,8
மதிக்கின்றேன்,8
கோட்டத்தில்,8
மதிப்பீட்டுக்,8
ஏற்றவாறு,8
பெறுமதிகள்,8
மேற்கொள்ளப்பட்டன,8
7.30,8
தொடரும்,8
காரணங்களை,8
ஆரம்பிக்க,8
ஆளுகைப்,8
வெளி,8
தமக்கு,8
உறுதிப்படுத்தும்,8
1727/10,8
நியமிக்கப்படுமிடத்து,8
கொண்டதாக,8
புதன்கிழமை,8
ஆலோசகர்,8
பட்டம்,8
விதிக்கோவையின்,8
சித்தியடைய,8
இரவு,8
ல்,8
புகையிரதத்தில்,8
செயலாளரால்,8
பரீட்சைத்,8
வாக்காளர்,8
அவருக்குச்,8
கலைஞர்களின்,8
மில்லியன்,8
வினைத்திறமைகாண்,8
தொழிᾒட்பக்,8
திட்டத்திற்கு,8
நிதிசார்,8
மாதத்துக்கான,8
செத்சிறிபாய,8
கோடாபய,8
பணிபுரிந்த,8
வழிகாட்டுதல்,8
தங்களது,8
புனித,8
ஆணைச்சீட்டு,8
ஜயரத்ன,8
கோட்டக்,8
அவருடைய,8
யாழ்ப்பாணம்,8
பொறுப்பாளர்,8
நிருப,8
விடுவித்தல்,8
இயங்கும்,8
உத்தியோகத்தர்களுக்காக,8
பிரசவ,8
ஆகக்குறைந்த,8
தற்போதுள்ள,8
அவ்வுத்தியோகத்தருக்கு,8
வரையான,8
பங்குகள்,8
பாடம்,8
என்பதால்,8
எண்ணெய்,8
கொடுத்து,8
அப்பால்,8
நிரல்,8
மீளவும்,8
வீட்டுத்,8
தகுதி,8
தளபாடங்கள்,8
ம,8
மேற்கொள்ளப்படல்,8
சலுகைப்,8
இளைப்பாறுகைக்கு,8
செலுத்தும்,8
இவர்,8
பாடநெறியின்,8
உதவிக்,8
வழக்கு,8
எல்லைக்குள்,8
நாட்களிலும்,8
நோக்கம்,8
எடுக்கப்பட,8
அதனூடாக,8
மாட்டு,8
அனுமதிப்பத்திரம்,8
ஊழியர்களுக்கு,8
திகதியையும்,8
படிவமொன்று,8
நடைபெற,8
கேகாலை,8
80,8
எனக்,8
நிதிப்,8
கொள்ளப்படல்,8
விழிப்புணர்வூட்டல்,8
2016.06,8
குறிப்பிடும்,8
சிறப்புரிமைகள்,8
ஆவது,8
குத்தகைக்கு,8
கணனி,8
சிவப்பு,8
பொதுக்,8
திரைப்படங்கள்,8
250,7
இருப்பதாக,7
﻿திகதி,7
3ஆம்,7
தீர்வுகளை,7
தொழில்முயற்சி,7
இராஜகிரிய,7
காலமாக,7
திட்டங்களில்,7
மின்சாரக்,7
சிறுவர்களை,7
பரீட்சையாயின்,7
பரிசில்,7
அலைவரிசையின்,7
பாதிக்கப்பட்ட,7
பாராளுமன்றம்,7
பணிகளுக்கு,7
பெறுவதற்கான,7
அடங்கும்,7
வாக்குறுதி,7
விடுமுறையை,7
இடமாற்றமொன்று,7
மாகான,7
கூட்டுத்,7
முடியுமான,7
பொருட்களை,7
இராணுவ,7
தவிர்க்க,7
விண்ணப்பதாரியின்,7
கொள்ள,7
2004,7
வேளையில்,7
அமையப்,7
2003,7
விடுவிக்கப்பட்டுள்ள,7
தொழிற்சங்க,7
பகிரங்க,7
உள்ளீர்ப்பு,7
அத்தியாவசிய,7
முன்பள்ளி,7
அவருக்குப்,7
மணித்தியால,7
தொகையும்,7
கண்காட்சிக்காக,7
கமத்தொழில்,7
மேற்கொள்ளப்பட,7
பயிற்சியை,7
மேற்கொள்ளப்படுகின்ற,7
இவ்வாறான,7
விடுவிக்க,7
நிர்மாணிக்கும்,7
தெளிவாக,7
எஞ்சிய,7
குழுவுக்கு,7
வாகனத்திற்கு,7
இணைப்புக்,7
மண்,7
புறம்பாக,7
அச்சுறுத்தலுக்கு,7
காத்திருப்புப்,7
ஒருவரைப்,7
சேவைச்,7
இல்லத்திலிருந்து,7
கருதுமிடத்து,7
அனர்த்தம்,7
அமைக்கப்பட்ட,7
திருப்திகரமான,7
2016.05.30,7
புரிவதற்காக,7
ஆகியன,7
ஆவண,7
நன்மைகளை,7
சபைக்,7
தலைவரொருவர்,7
வவுனியா,7
குறைவாகக்,7
வடமேல்,7
வினைத்திறன்,7
விடயங்களில்,7
தொழிᾒட்ப,7
விடுமுறைகள்,7
பணியாற்ற,7
உதாரணமாக,7
பெரிய,7
செய்வதற்கும்,7
நியமிக்கும்,7
பரீட்சார்த்திகளுக்கு,7
இவ்வத்தியாயத்தின்,7
உள்ளடங்கிய,7
இல்லமொன்றில்,7
எனக்கும்,7
முற்பணக்,7
தீர்வை,7
பெறுமதியை,7
பாடசாலைகளை,7
டப்ளியூ,7
அஸ்வர்,7
லக்ஷமன்,7
அத்தியாயத்தில்,7
சமூகமளிக்க,7
நாடகங்கள்,7
அல்ஹாஜ்,7
செப்டெம்பர்,7
சந்திரசிறி,7
கீ,7
தற்றுணிபின்,7
போயா,7
துறைமுகங்கள்,7
அக்ரஹார,7
விதவைகள்,7
இந்தத்,7
ஏக்கநாயக்க,7
விதிக்கப்பட்ட,7
தடுப்பதற்காக,7
களுத்துறை,7
அளவினை,7
கழகம்,7
ஸ்ரீலங்கா,7
வாணிப,7
கோறலே,7
பதவிக்காக,7
பலகைகள்,7
1705/22,7
பிரதியொன்று,7
முறைசார்ந்த,7
வன்பொருள்,7
வீட்டை,7
வழங்கப்படக்,7
தயாரத்ன,7
பகுதியினை,7
எதுவித,7
முகாம்,7
அறிக்கையொன்று,7
விதத்திலான,7
பின்பற்றல்,7
நிர்மாணிப்பதற்கு,7
வகையான,7
அவர்களும்,7
மாவட்டங்களில்,7
நிரந்தரமாக்கப்பட்ட,7
போட்டிப்,7
இணைப்புச்,7
கடிதத்திற்கு,7
அப்பதவியில்,7
இடல்,7
பொதுப்,7
தொடர்புசாதனத்,7
வாழ்க்கை,7
ச,7
ஒப்பனை,7
அறிக்கையுடன்,7
கிட்டிய,7
முன்னிலையில்,7
காணிகளை,7
வைத்து,7
முடியுமா,7
நடமாடும்,7
பயன்படுத்துவதற்கு,7
கற்பித்தல்,7
பகுப்பாய்வு,7
முப்பரிமாண,7
வியாழக்கிழமை,7
கொண்டுள்ளது,7
ஜயவிக்ரம,7
கடன்கள்,7
செலுத்தாது,7
அங்கத்தவர்களின்,7
இவை,7
மிஹின்,7
அளவையும்,7
மகிழ்ச்சியுடன்,7
முதுமுறை,7
கடனாளி,7
வசந்த,7
இடையிலான,7
மாலை,7
குடும்பங்கள்,7
கல்விப்பணிப்பாளர்கள்,7
அரசாங்கத்திற்குச்,7
உள்ளதால்,7
பிரதிநிதிகளின்,7
நோக்குடன்,7
பயணிக்கும்,7
மீலாதுன்,7
பாரதூரமான,7
நெருக்கடி,7
புத்தகத்தின்,7
புத்தளம்,7
அதிகரித்தல்,7
கடனைப்,7
ஆற்றிய,7
விடுவிக்கப்படுகின்ற,7
கடனை,7
சமர்ப்பிக்கின்றேன்,7
அடுத்து,7
அசையும்,7
அசையா,7
போட்டியின்,7
கிடைக்கின்ற,7
மேற்கொள்ளவும்,7
இரத்துச்,7
நிறுத்தி,7
மாதச்,7
2010.07.09,7
இளைப்பாறிய,7
எழுத்துப்பிழை,7
எச்சந்தர்ப்பத்திலும்,7
வங்கியிலிருந்து,7
அவற்றிலிருந்து,7
வண்டல்,7
முழுவதும்,7
என்பவற்றினை,7
கடிதத்தை,7
இக்கருத்திட்டங்களினூடாக,7
பொறுப்புக்கள்,7
ஆணைக்,7
அடைய,7
எத்தனையென்பதையும்,7
கொள்ளலாம்,7
பிரியதர்ஷன,7
கம்பனிக்கு,7
சமர்ப்பிக்கிறேன்,7
நியமனக்,7
2000,7
அலகின்,7
அங்கத்துவ,7
விக்ரமசிங்ஹ,7
இலங்கையை,7
டீசல்,7
வயதை,7
நிறைவேற்றுவதற்காக,7
செலவாகும்,7
ஆதலால்,7
சம்பளத்,7
கடமைப்,7
இருக்கின்ற,7
கரரியவசம்,7
32,7
நிர்மாணிப்பு,7
பயன்படுத்தப்பட,7
சல,7
தலைவர்களை,7
சலுகை,7
விளம்பரம்,7
வதிவிடம்,7
நோய்க்கான,7
வீடமைப்புக்,7
அத்திகதி,7
இன்றி,7
மல,7
உண்டு,7
வருடமும்,7
ஏற்படுத்தும்,7
இங்குரு,7
பயிலுநர்,7
A,7
1000,7
முல்லைத்தீவு,7
மதிப்பீட்டை,7
திகதியிடப்பட்ட,7
நடைமுறைப்படுத்துவதற்கு,7
உதவிகள்,7
பதவியொன்று,7
மொத்தக்,7
சரி,7
அறவிடப்பட்ட,7
அளவுகள்,7
தொகைக்கு,7
இடைநிறுத்தம்,7
பாராட்டுகின்றேன்,7
ஒதுக்கப்பட்டுள்ளது,7
சுதந்திர,7
புகையிரதப்,7
க௫ம,7
செலவினையும்,7
கணக்கியல்,7
தாய்,7
கனிட்ட,7
செயற்படுத்துவதற்காக,7
பிரதேசத்தின்,7
வேலைக்கு,7
பயணத்திற்காக,7
ஹரிசன்,7
பிரதேசங்களில்,7
பதவியுயர்வு,7
நடாத்துதல்,7
வருமானத்தை,7
அடிப்படையாக,7
நிகழ்வு,7
குற்றம்,7
நபர்களை,7
இருக்குமாயின்,7
ஒன்றைக்,7
ஐயா,7
நிதியிலிருந்து,7
5.00,7
மோதல்,7
நிறுவனத்திற்கு,7
பாரம்பரிய,7
கட்டத்தின்,7
திட்டங்களின்,7
நிர்மாணக்,7
காப்புறுதித்,7
தனி,7
என்றால்,7
அனைத்துப்,7
நடைமுறையிலுள்ள,7
ஆகியவற்றையும்,7
குறைத்தல்,7
ஈடுபடும்,7
அறிவித்து,7
முன்வைக்கப்படுகின்ற,7
நடைமுறைப்படுத்தப்படும்,7
காப்புறுதிச்,7
அவசியமான,7
இவரிடமிருந்து,7
செயலமர்வுகள்,7
வலயம்,7
மானியங்கள்,7
காலமானது,7
தரவு,7
இரசாயன,7
குரல்,7
சாட்சியம்,7
இரட்டை,7
மறுசீரமைப்பு,7
மா,7
அரசாங்கத்தால்,7
கொடுப்பனவுக்காக,7
இடம்பெற்ற,7
கவனத்திற்கு,7
சமர்ப்பிக்குமாறு,7
நிகழ்ச்சிக்கான,7
வெளிநாட்டில்,7
ஊ,7
இழையம்,7
எனத்,7
ஒழிய,7
நாடுகள்,7
பெறுநர்,7
மருத்துவமனை,7
ஏற்புடைய,7
வரையும்,7
வழங்குமாறு,7
அறிவிப்பு,7
திரைப்படக்,7
பெற்றிருப்பின்,7
பொறுப்பு,7
சம்பளத்தைக்,7
நிறுவனமாக,7
காலப்பகுதியின்,7
வாசுதேவ,7
எடுப்பதற்காக,7
120,7
நிலையங்களின்,7
திருப்பிச்,7
ஒப்படைக்க,7
முற்பணங்கள்,7
செலவினத்தை,7
கொண்டுள்ள,7
இறுதிப்,7
லீவுகளிலிருந்து,7
விவசாயத்,7
கொழும்புப்,7
பயன்படுத்தும்,7
மொத்தத்,7
விடயத்துக்கேற்ப,7
தயவு,7
பருவப்,7
ஆசிய,7
சப்றகமுவ,7
ஆனந்த,7
முறைகளை,7
சேவைக்காலம்,7
நவீனமயப்படுத்தல்,7
தொழில்நுட்பத்தை,7
மைல்கூலி,7
மீதமுள்ள,7
நிறுவனத்தால்,7
ரூபசிங்ஹ,7
ஆவணங்களைப்,7
வங்கிக்,7
நீதிமன்றத்தினால்,7
மிக்க,7
செய்யப்படுவது,7
பிரேமரத்ன,7
ஓய்வுக்கு,7
தகவல்களைப்,7
உயர்ந்த,7
படுத்தப்பட்ட,7
சரியாக,7
சே,7
வழங்கத்,7
அதனைப்,6
4ஆம்,6
தினத்தை,6
தீர்மானித்து,6
வாகனங்களை,6
நிதியத்திலிருந்து,6
நோயாளர்கள்,6
பொருத்தி,6
செய்யப்படுமிடத்து,6
வீட்டுப்,6
கிராமீய,6
வழங்கப்படமாட்டாது,6
சேர்த்துக்,6
விடுமுறைக்கு,6
கழிப்பதற்காக,6
வீரவர்தன,6
பகுதியளவு,6
முற்பகல்,6
சங்கத்திற்கு,6
பிரசுரிக்கப்பட்ட,6
தகுந்த,6
ரோஹன,6
தலைப்பில்,6
விரிவுரை,6
மருத்துவப்,6
இரகசிய,6
வெறுமனே,6
புகையிரதத்,6
ஞாயிற்றுக்கிழமை,6
பகுதிகளில்,6
கிழைமைக்கு,6
வேண்டியிருந்த,6
ஜானக,6
சத்தியம்,6
செலுத்தப்படாத,6
எப்,6
அக்டோபர்,6
பேருக்கு,6
எவ்வளவென்பதை,6
நிரந்தரமான,6
தொகையில்,6
சேவைத்,6
இலஞ்சம்,6
கோப்பில்,6
செயலகத்தின்,6
கேள்வி,6
2.2,6
அதிகாரசபையின்,6
சனிக்கிழமை,6
சுகவீனம்,6
கடமையைப்,6
தொழிற்,6
அமைத்து,6
பொறுப்பதிகாரி,6
செயற்பட,6
உத்தியோகத்தரும்,6
குறிப்பாக,6
அறவிடுவதற்கு,6
வசதிக்காக,6
5/2/2/5,6
நோக்கமாக,6
வைப்பதாக,6
ரூபாவிலும்,6
